,smiles,sequence,interactions
5866,4221,1046,0
5867,158,125,1
5868,11725,2098,0
5869,8272,34,1
5870,840,1150,0
5871,2006,35,1
5872,2212,440,1
5873,8986,584,0
5874,6679,228,0
5875,674,17,0
5876,304,957,0
5877,2761,794,0
5878,1304,52,0
5879,2354,206,1
5880,4761,41,0
5881,225,29,0
5882,331,200,0
5883,6554,40,1
5884,242,2121,1
5885,6584,41,0
5886,2904,74,1
5887,7559,100,1
5888,5112,67,0
5889,3445,95,1
5890,8968,67,1
5891,805,204,0
5892,6190,709,1
5893,6040,620,1
5894,4019,149,0
5895,8351,20,1
5896,362,230,1
5897,12054,67,1
5898,6878,64,1
5899,3868,39,1
5900,11919,512,1
5901,9516,272,1
5902,2731,1,0
5903,755,38,1
5904,7641,109,1
5905,7481,60,0
5906,13904,129,1
5907,4949,126,1
5908,10687,3,0
5909,6356,978,0
5910,9936,0,0
5911,4127,51,1
5912,13149,121,1
5913,5137,3,0
5914,11129,77,0
5915,142,261,0
5916,8578,16,1
5917,11894,2049,1
5918,8787,137,0
5919,5660,17,0
5920,104,85,1
5921,3122,62,0
5922,67,1996,1
5923,38,286,0
5924,3762,361,1
5925,9354,3,0
5926,9658,52,0
5927,9622,0,0
5928,11832,18,0
5929,10342,40,0
5930,8967,103,1
5931,7511,196,0
5932,12820,149,0
5933,2770,868,0
5934,4837,102,0
5935,4805,534,1
5936,5234,139,1
5937,8053,18,0
5938,551,558,0
5939,9773,60,0
5940,8477,67,1
5941,6451,875,0
5942,2934,750,1
5943,8875,184,1
5944,9913,369,1
5945,448,1144,0
5946,1791,684,0
5947,5970,187,0
5948,3489,109,0
5949,14534,343,1
5950,1844,147,1
5951,10191,1812,1
5952,13292,725,0
5953,11554,148,1
5954,8035,501,0
5955,12442,101,0
5956,14470,324,1
5957,9142,95,1
5958,8374,40,1
5959,1542,402,1
5960,13671,13,0
5961,8792,67,1
5962,9478,109,0
5963,7415,473,1
5964,13746,259,1
5965,5723,73,1
5966,11035,67,1
5967,5968,807,1
5968,577,33,0
5969,6490,18,0
5970,7812,143,0
5971,11356,67,1
5972,9506,235,1
5973,7571,881,0
5974,7433,17,0
5975,9019,546,1
5976,1940,265,1
5977,7131,1063,1
5978,11802,26,0
5979,10462,224,1
5980,4687,40,1
5981,3892,1031,1
5982,13010,402,0
5983,3313,77,0
5984,5953,198,0
5985,5795,444,0
5986,1683,1071,1
5987,4886,566,1
5988,5915,344,0
5989,13045,67,1
5990,10916,17,0
5991,3472,578,0
5992,2661,51,1
5993,4389,98,1
5994,3544,3,0
5995,12576,947,1
5996,4341,0,0
5997,3651,326,0
5998,4496,936,1
5999,1323,159,0
6000,12092,35,1
6001,7412,77,0
6002,11798,67,1
6003,12435,67,1
6004,5018,49,1
6005,4003,200,1
6006,354,25,0
6007,3833,90,1
6008,12677,34,1
6009,1396,1301,0
6010,11130,148,1
6011,9942,100,1
6012,12404,148,1
6013,302,2183,1
6014,6922,787,1
6015,106,3,0
6016,3586,464,0
6017,10001,212,1
6018,7085,358,1
6019,2110,220,0
6020,4970,18,0
6021,11898,504,1
6022,1102,402,0
6023,4280,48,0
6024,688,546,1
6025,12336,0,0
6026,1400,399,1
6027,11588,93,1
6028,1642,208,0
6029,2820,877,0
6030,4588,547,0
6031,9292,80,0
6032,12327,53,1
6033,9157,1061,1
6034,7353,3,0
6035,5498,157,0
6036,8406,1697,0
6037,252,177,1
6038,320,675,1
6039,7846,440,1
6040,14136,343,1
6041,8036,148,1
6042,4255,259,1
6043,12897,60,0
6044,8663,68,0
6045,6851,67,1
6046,9024,67,1
6047,12765,473,1
6048,5095,198,0
6049,7998,1171,0
6050,2542,404,0
6051,3122,52,0
6052,5117,60,0
6053,5883,17,0
6054,13427,37,1
6055,6630,82,1
6056,561,33,1
6057,3385,402,1
6058,1702,198,0
6059,7779,991,1
6060,6958,237,0
6061,1602,640,0
6062,5035,42,0
6063,7506,189,1
6064,6801,67,1
6065,11534,409,1
6066,8685,77,0
6067,10359,91,0
6068,8590,125,1
6069,8657,39,1
6070,3558,195,0
6071,11585,246,0
6072,8255,38,1
6073,1634,321,0
6074,8438,220,0
6075,1870,1646,0
6076,5170,100,1
6077,14304,198,0
6078,6158,100,1
6079,8925,204,0
6080,3852,3,0
6081,3630,41,0
6082,8846,548,0
6083,10627,1176,0
6084,4692,310,1
6085,9514,324,1
6086,11757,815,1
6087,8734,701,0
6088,2724,3,0
6089,12632,562,0
6090,1175,418,0
6091,2632,1353,1
6092,11162,17,0
6093,1460,329,0
6094,65,7,0
6095,2287,189,1
6096,7585,365,1
6097,12347,386,0
6098,9671,557,0
6099,4834,43,1
6100,12768,473,1
6101,4345,624,0
6102,12901,589,1
6103,2411,329,0
6104,516,90,1
6105,14638,148,1
6106,9769,141,1
6107,9322,91,0
6108,548,964,1
6109,13662,204,0
6110,12420,405,0
6111,6274,34,1
6112,9675,77,0
6113,9369,836,0
6114,7835,77,0
6115,5868,182,0
6116,8588,99,1
6117,943,557,0
6118,10556,376,1
6119,2358,1995,0
6120,6312,609,0
6121,2700,342,1
6122,12556,86,0
6123,12346,187,1
6124,5091,55,1
6125,3159,131,0
6126,871,912,1
6127,481,709,1
6128,1745,402,1
6129,82,120,0
6130,242,185,1
6131,4079,2460,1
6132,2415,48,0
6133,9485,143,0
6134,7680,514,0
6135,8742,509,1
6136,1017,189,1
6137,816,67,1
6138,6600,169,0
6139,2954,149,1
6140,10644,200,1
6141,3282,25,0
6142,6528,836,0
6143,919,43,0
6144,2280,111,0
6145,1399,52,0
6146,7656,269,1
6147,6279,782,0
6148,11184,126,1
6149,5498,189,1
6150,9034,348,0
6151,7291,465,0
6152,847,283,0
6153,863,2328,0
6154,1891,48,0
6155,1371,112,0
6156,14399,91,1
6157,11115,50,1
6158,12113,52,0
6159,13993,18,0
6160,10755,288,1
6161,5521,1373,1
6162,11998,129,0
6163,38,716,1
6164,2686,622,0
6165,5757,462,0
6166,4595,189,1
6167,2475,643,0
6168,4100,272,1
6169,9558,3,0
6170,13914,60,0
6171,3186,113,1
6172,10095,60,0
6173,4484,276,0
6174,12492,37,0
6175,7839,180,0
6176,2587,287,1
6177,755,223,0
6178,4314,17,0
6179,3368,198,0
6180,3235,948,0
6181,11390,73,1
6182,5799,1275,1
6183,3373,100,1
6184,12512,443,1
6185,610,142,0
6186,753,126,1
6187,3354,1063,1
6188,12355,329,0
6189,9851,1000,1
6190,8355,148,1
6191,840,344,1
6192,8314,17,0
6193,2637,399,0
6194,7735,49,1
6195,9957,67,1
6196,4529,404,1
6197,13075,40,0
6198,10345,65,1
6199,2169,407,0
6200,1256,361,0
6201,2245,772,1
6202,48,57,0
6203,6672,3,0
6204,4141,515,0
6205,3950,588,1
6206,8389,242,0
6207,1465,33,1
6208,277,705,0
6209,14080,204,0
6210,8795,52,0
6211,2897,0,0
6212,12951,530,1
6213,6397,645,1
6214,2894,52,0
6215,12761,91,0
6216,10005,1575,0
6217,6720,202,0
6218,1276,312,0
6219,14383,200,0
6220,8197,128,0
6221,11995,204,0
6222,11214,0,0
6223,849,69,0
6224,5863,770,1
6225,2527,634,0
6226,13011,128,0
6227,8051,40,1
6228,320,3,0
6229,4887,246,1
6230,8690,19,1
6231,5081,228,1
6232,8187,320,1
6233,4834,0,0
6234,4003,77,0
6235,5747,2108,0
6236,10158,7,0
6237,581,926,0
6238,9039,47,1
6239,4007,18,0
6240,158,642,1
6241,4811,269,0
6242,5283,438,0
6243,9504,195,0
6244,8472,242,1
6245,124,1114,1
6246,11763,17,0
6247,13461,503,1
6248,686,483,0
6249,11241,171,0
6250,2627,103,1
6251,4861,286,0
6252,7481,77,0
6253,2417,242,0
6254,6133,102,0
6255,2563,264,1
6256,4796,353,0
6257,5408,160,1
6258,372,188,0
6259,5722,129,0
6260,1276,1167,0
6261,6320,33,0
6262,12942,46,0
6263,11405,3,0
6264,9819,908,0
6265,8275,17,0
6266,12370,18,0
6267,1441,0,0
6268,10644,0,1
6269,6207,376,0
6270,9701,180,0
6271,7185,216,0
6272,3943,257,1
6273,5039,265,1
6274,2637,49,0
6275,5450,478,1
6276,1509,1067,0
6277,750,42,0
6278,6357,482,1
6279,13485,279,1
6280,11367,3,0
6281,6957,473,0
6282,5189,412,0
6283,9381,18,0
6284,3229,48,0
6285,7948,0,0
6286,9815,122,1
6287,14289,18,0
6288,10035,18,0
6289,2609,73,1
6290,9654,310,0
6291,869,977,0
6292,2983,2518,1
6293,9564,709,1
6294,241,55,1
6295,7664,4,0
6296,8856,34,1
6297,5526,276,0
6298,11387,52,0
6299,4332,94,0
6300,1033,67,1
6301,4304,3,0
6302,2279,777,0
6303,492,53,0
6304,5065,1082,0
6305,8899,530,1
6306,12026,2586,0
6307,6330,1370,1
6308,3110,57,1
6309,13731,553,0
6310,9298,18,0
6311,5452,115,0
6312,14331,15,1
6313,10316,1050,1
6314,1690,2177,0
6315,12521,224,1
6316,836,256,0
6317,937,823,0
6318,5532,69,1
6319,13822,3,0
6320,4854,106,1
6321,4022,234,0
6322,8106,67,1
6323,9812,1030,1
6324,9259,42,0
6325,9763,18,0
6326,9256,155,0
6327,6737,41,0
6328,6125,48,0
6329,13987,343,1
6330,10529,165,1
6331,4690,52,0
6332,3277,25,0
6333,641,0,0
6334,1503,456,0
6335,6107,140,0
6336,3992,473,1
6337,288,32,1
6338,674,355,1
6339,3934,34,1
6340,7315,97,1
6341,7525,83,1
6342,12565,1101,0
6343,6489,664,0
6344,8132,19,0
6345,3251,249,0
6346,6736,100,1
6347,620,2217,0
6348,7038,41,0
6349,38,750,0
6350,6903,1317,0
6351,5965,402,1
6352,2409,86,0
6353,12168,31,1
6354,6315,579,1
6355,561,402,0
6356,4354,2536,0
6357,4856,25,0
6358,6370,653,0
6359,8134,77,0
6360,5566,32,0
6361,13225,581,1
6362,354,158,0
6363,10121,1148,0
6364,1736,330,0
6365,157,189,1
6366,6069,7,0
6367,3163,699,1
6368,12478,653,0
6369,3720,29,0
6370,1723,141,0
6371,5654,361,0
6372,1523,169,0
6373,4626,1345,0
6374,9913,198,0
6375,13390,148,1
6376,7384,19,1
6377,1444,100,0
6378,2458,67,1
6379,242,111,0
6380,9227,1099,1
6381,12903,200,1
6382,5956,25,0
6383,4996,492,0
6384,4754,2000,0
6385,4644,1407,0
6386,11474,18,0
6387,4299,101,1
6388,7206,134,1
6389,1767,305,0
6390,12093,0,0
6391,13613,680,1
6392,1036,481,1
6393,401,7,0
6394,426,402,1
6395,10227,33,1
6396,6164,1468,0
6397,3254,148,1
6398,9373,224,1
6399,26,922,0
6400,1718,220,0
6401,1282,405,0
6402,4797,374,0
6403,2320,951,1
6404,549,108,0
6405,11015,874,1
6406,5937,0,0
6407,8771,1654,0
6408,3510,165,1
6409,8205,8,1
6410,1168,7,0
6411,491,588,0
6412,2133,501,0
6413,7144,193,1
6414,5079,19,1
6415,6422,3,0
6416,5507,176,1
6417,5411,223,0
6418,8182,94,0
6419,1795,42,0
6420,3181,260,1
6421,11592,17,0
6422,11276,242,1
6423,1803,182,0
6424,906,53,1
6425,13077,155,0
6426,4231,726,1
6427,4073,1380,1
6428,2459,3,0
6429,14433,83,1
6430,3059,402,0
6431,6331,67,1
6432,3622,17,0
6433,2171,220,1
6434,6401,732,1
6435,14537,115,0
6436,8076,3,0
6437,5480,193,1
6438,3192,67,1
6439,1515,2084,0
6440,1690,1909,0
6441,5468,519,1
6442,3660,412,0
6443,12169,102,0
6444,6005,1154,1
6445,10284,212,1
6446,223,785,0
6447,5207,72,0
6448,9759,83,1
6449,3040,52,0
6450,5,223,0
6451,7894,413,1
6452,11141,56,0
6453,1402,597,1
6454,12203,1084,0
6455,14571,1474,0
6456,1744,902,0
6457,5798,118,1
6458,9924,100,1
6459,3854,242,0
6460,13600,242,0
6461,5966,17,0
6462,6759,187,0
6463,1449,605,0
6464,4359,1103,0
6465,135,0,0
6466,3223,1883,0
6467,6624,932,1
6468,10348,77,0
6469,6411,353,0
6470,13364,292,0
6471,6373,155,0
6472,288,44,1
6473,364,231,0
6474,3515,143,1
6475,4673,1114,1
6476,1324,100,1
6477,10774,562,0
6478,3033,320,0
6479,8569,75,0
6480,2973,910,0
6481,6804,780,1
6482,2583,200,0
6483,7024,563,1
6484,1969,37,0
6485,10845,17,0
6486,3742,17,0
6487,577,147,1
6488,926,797,1
6489,3758,460,0
6490,3689,358,0
6491,14380,169,1
6492,874,109,0
6493,2088,17,0
6494,5956,0,0
6495,11534,402,0
6496,10475,180,0
6497,4398,978,0
6498,7209,1035,0
6499,1380,41,0
6500,8499,75,1
6501,12786,637,1
6502,5282,320,1
6503,603,77,0
6504,1107,32,0
6505,3085,89,0
6506,3263,547,0
6507,5922,26,1
6508,14222,148,1
6509,9328,22,1
6510,7171,37,1
6511,6317,19,1
6512,10297,769,1
6513,6633,137,0
6514,9486,220,0
6515,1528,38,1
6516,10499,122,1
6517,8840,223,0
6518,5482,344,0
6519,1353,23,0
6520,9001,518,0
6521,35,242,0
6522,12894,109,1
6523,9412,26,0
6524,8103,3,0
6525,196,402,0
6526,10582,3,0
6527,12460,136,1
6528,13010,242,1
6529,6243,171,0
6530,3405,824,0
6531,2771,17,0
6532,13900,939,0
6533,6455,1744,0
6534,8438,535,0
6535,7052,231,0
6536,561,1346,0
6537,12047,189,1
6538,5545,101,0
6539,1344,48,0
6540,14555,128,0
6541,2284,440,0
6542,464,187,1
6543,5826,521,1
6544,3945,844,0
6545,1438,603,0
6546,4050,272,1
6547,4917,237,0
6548,1331,489,0
6549,6841,8,1
6550,13467,1035,0
6551,9858,1000,1
6552,6193,404,0
6553,5340,321,1
6554,11988,43,1
6555,9015,460,0
6556,2204,57,1
6557,2014,150,1
6558,12299,908,0
6559,9816,305,0
6560,1255,877,0
6561,5105,259,1
6562,5238,193,1
6563,13947,248,1
6564,7597,675,1
6565,4721,217,1
6566,1858,2000,0
6567,9375,851,0
6568,1311,375,0
6569,3927,201,0
6570,7675,1445,0
6571,7575,0,0
6572,894,3,0
6573,11005,77,0
6574,13986,210,1
6575,6067,533,1
6576,7395,1206,1
6577,1491,612,0
6578,5976,851,0
6579,12246,3,0
6580,5970,128,0
6581,1480,111,0
6582,455,992,0
6583,5424,17,0
6584,3939,1038,1
6585,7003,1033,1
6586,14538,343,1
6587,2446,3,0
6588,13895,100,0
6589,4184,1404,0
6590,13687,39,1
6591,5775,35,1
6592,11041,76,0
6593,1392,427,1
6594,6058,37,0
6595,11144,37,0
6596,826,235,0
6597,11591,149,1
6598,3231,58,0
6599,8226,374,0
6600,4997,483,0
6601,14373,219,1
6602,8857,0,0
6603,3163,0,0
6604,1257,111,0
6605,13258,52,0
6606,2323,8,1
6607,2977,615,0
6608,7606,615,0
6609,3618,129,1
6610,5587,1273,0
6611,2545,445,0
6612,12497,445,1
6613,188,17,0
6614,8569,542,1
6615,13896,198,0
6616,572,61,0
6617,11820,1954,0
6618,3544,0,0
6619,14565,100,1
6620,14593,424,0
6621,8981,2390,1
6622,11096,237,0
6623,1628,431,1
6624,9566,3,0
6625,5535,256,1
6626,9154,532,0
6627,9104,102,0
6628,628,2329,0
6629,3146,67,1
6630,6510,19,1
6631,12699,246,0
6632,464,242,1
6633,6030,617,0
6634,4342,50,1
6635,4345,330,1
6636,475,94,0
6637,3956,460,0
6638,10928,1667,1
6639,6500,60,0
6640,14274,3,0
6641,10780,82,1
6642,8636,220,0
6643,13386,31,1
6644,13079,18,0
6645,9368,67,1
6646,14245,220,0
6647,1516,242,0
6648,9482,399,0
6649,2565,1541,1
6650,13937,128,0
6651,14495,374,1
6652,7447,115,0
6653,2048,551,1
6654,595,410,1
6655,11272,100,1
6656,8898,147,0
6657,3644,1588,0
6658,1515,615,0
6659,903,584,0
6660,13309,104,1
6661,7826,18,0
6662,6228,639,0
6663,6622,447,0
6664,10129,39,1
6665,8581,908,0
6666,13230,8,1
6667,3982,3,0
6668,2941,37,0
6669,11059,41,0
6670,12524,176,0
6671,4698,103,1
6672,2753,863,1
6673,314,1010,0
6674,10974,232,1
6675,1701,514,1
6676,7302,452,1
6677,3642,940,1
6678,3312,100,1
6679,4410,1840,0
6680,601,750,1
6681,13984,37,0
6682,8859,18,0
6683,76,877,0
6684,12182,166,1
6685,8760,1,0
6686,7628,94,0
6687,9149,49,0
6688,8762,1000,1
6689,4155,197,0
6690,5656,48,0
6691,5051,17,0
6692,4749,207,1
6693,10588,89,1
6694,4933,542,0
6695,2920,43,0
6696,5405,207,0
6697,20,399,0
6698,9687,100,1
6699,6096,13,0
6700,12836,119,0
6701,2749,1335,0
6702,10118,166,1
6703,9717,329,0
6704,12128,42,0
6705,10292,120,1
6706,3239,77,0
6707,9936,164,1
6708,9059,579,1
6709,1859,440,1
6710,14119,224,1
6711,2878,398,1
6712,13385,128,0
6713,2452,1928,0
6714,8549,5,0
6715,14589,3,0
6716,12925,562,0
6717,760,17,0
6718,549,1058,0
6719,5716,66,1
6720,3563,23,0
6721,1667,88,0
6722,12122,149,0
6723,4066,134,1
6724,7096,15,1
6725,11991,52,0
6726,3630,48,0
6727,14306,1312,0
6728,13406,73,1
6729,748,286,0
6730,7547,37,0
6731,14118,129,1
6732,9871,699,1
6733,10529,189,1
6734,1987,3,0
6735,7914,3,0
6736,9790,1431,0
6737,534,140,0
6738,7181,100,1
6739,7041,620,1
6740,3797,160,0
6741,475,1354,1
6742,1745,220,1
6743,9825,428,1
6744,4057,46,1
6745,8609,51,1
6746,12333,77,0
6747,12167,18,0
6748,8742,1697,0
6749,5592,18,0
6750,5469,37,0
6751,2585,3,0
6752,1284,0,0
6753,7758,1538,0
6754,8552,319,0
6755,6530,515,1
6756,12725,95,1
6757,6093,320,1
6758,612,91,0
6759,8769,473,1
6760,3715,353,0
6761,8873,189,1
6762,352,1,0
6763,4213,100,1
6764,8723,101,0
6765,8691,1346,1
6766,13054,3,0
6767,4698,717,0
6768,11943,137,0
6769,10380,173,1
6770,11898,17,0
6771,6289,318,0
6772,615,1723,0
6773,1069,584,0
6774,3450,891,0
6775,5269,122,1
6776,3943,515,0
6777,3003,100,1
6778,2735,100,1
6779,12897,50,1
6780,559,25,0
6781,749,401,1
6782,9557,492,1
6783,13936,52,0
6784,4492,40,1
6785,6465,604,1
6786,5424,77,0
6787,2897,265,0
6788,3638,515,0
6789,684,811,0
6790,8277,1999,1
6791,2813,125,1
6792,6983,573,1
6793,2232,178,1
6794,3364,954,0
6795,3675,32,0
6796,2398,8,1
6797,2397,198,0
6798,6716,17,0
6799,6949,1023,0
6800,11527,67,1
6801,2951,77,0
6802,1838,164,1
6803,3018,95,1
6804,8359,1595,0
6805,1064,77,0
6806,3964,40,1
6807,11823,196,0
6808,5898,32,0
6809,10644,483,0
6810,4731,456,0
6811,3085,5,0
6812,7855,110,0
6813,4413,67,1
6814,10334,978,1
6815,3750,1598,0
6816,628,674,0
6817,6131,891,0
6818,10934,272,1
6819,2692,147,0
6820,787,39,1
6821,4954,100,1
6822,13493,501,0
6823,5000,220,0
6824,3769,52,0
6825,3461,172,0
6826,4685,1412,0
6827,5342,98,1
6828,1181,49,0
6829,10462,137,0
6830,13423,86,1
6831,6342,583,0
6832,9047,2310,1
6833,1620,37,0
6834,9245,98,1
6835,9688,17,0
6836,11772,274,0
6837,11031,148,1
6838,3012,604,1
6839,10970,1755,1
6840,2497,18,0
6841,7390,2212,1
6842,7486,1464,0
6843,10564,262,1
6844,981,140,0
6845,13932,18,0
6846,6642,421,0
6847,3012,77,0
6848,1890,160,1
6849,2280,2505,0
6850,3129,26,1
6851,3403,7,0
6852,12975,0,0
6853,4020,197,0
6854,3715,109,1
6855,10410,17,0
6856,4393,440,0
6857,7375,669,1
6858,3742,193,1
6859,9142,260,1
6860,624,1584,1
6861,11863,99,1
6862,5456,0,0
6863,1389,0,0
6864,13813,219,1
6865,11597,17,0
6866,13394,86,0
6867,8870,90,1
6868,849,26,1
6869,5813,1063,1
6870,196,138,0
6871,6194,612,0
6872,3826,412,1
6873,9960,91,1
6874,1620,52,0
6875,6200,588,1
6876,2920,49,0
6877,133,288,1
6878,10737,433,0
6879,10997,209,1
6880,306,100,0
6881,8008,677,1
6882,4515,25,0
6883,13714,709,0
6884,11403,195,0
6885,13923,489,1
6886,5489,188,0
6887,1946,8,1
6888,9206,343,1
6889,6429,365,1
6890,5397,140,0
6891,13009,18,0
6892,7079,185,1
6893,5713,77,0
6894,10356,949,1
6895,7058,90,1
6896,7235,100,1
6897,12926,3,0
6898,5528,0,0
6899,38,1470,0
6900,7008,964,1
6901,8106,18,0
6902,3654,100,1
6903,3339,18,0
6904,4171,18,0
6905,9451,18,0
6906,13388,163,0
6907,9809,320,1
6908,1528,3,0
6909,4880,191,0
6910,13778,211,1
6911,8160,985,0
6912,4782,77,0
6913,4742,43,1
6914,8283,77,0
6915,3431,55,1
6916,4566,546,1
6917,9522,284,1
6918,6758,1442,1
6919,5390,1245,0
6920,8599,2034,0
6921,11619,67,1
6922,1251,1407,0
6923,3313,43,1
6924,14057,512,1
6925,4158,224,1
6926,6132,613,0
6927,659,824,1
6928,908,25,0
6929,5161,17,0
6930,3745,22,0
6931,5526,87,1
6932,6517,836,0
6933,7349,22,1
6934,3088,813,1
6935,7157,0,0
6936,7139,1459,1
6937,480,701,1
6938,12533,3,0
6939,13919,3,0
6940,48,375,0
6941,5778,176,1
6942,7018,89,1
6943,11128,546,1
6944,7401,620,1
6945,6259,235,1
6946,2912,407,0
6947,888,17,0
6948,288,424,0
6949,10246,392,0
6950,1565,1564,0
6951,9066,3,0
6952,10108,18,0
6953,1769,17,0
6954,1115,506,0
6955,4484,512,1
6956,11819,357,0
6957,2866,40,0
6958,3909,103,1
6959,3552,365,1
6960,518,367,1
6961,11643,49,0
6962,7004,119,0
6963,9398,365,1
6964,315,95,1
6965,458,89,0
6966,13513,18,0
6967,10308,460,0
6968,10288,55,1
6969,6137,179,1
6970,6241,3,0
6971,4825,806,1
6972,4451,224,1
6973,519,758,1
6974,5039,187,1
6975,5133,18,0
6976,3757,77,0
6977,3189,431,1
6978,3075,991,0
6979,10154,77,0
6980,1966,743,0
6981,14193,119,0
6982,10013,93,1
6983,6595,78,1
6984,13204,77,0
6985,4007,67,1
6986,3695,277,1
6987,4989,149,0
6988,9002,274,0
6989,14401,91,0
6990,11968,15,1
6991,1426,3,0
6992,5914,200,0
6993,11015,160,1
6994,8282,260,0
6995,13381,231,0
6996,8130,68,0
6997,1959,1053,0
6998,4385,37,0
6999,9826,709,0
7000,581,365,0
7001,2352,204,0
7002,2141,94,1
7003,12780,170,1
7004,5172,1,0
7005,624,936,1
7006,12465,63,1
7007,8250,189,1
7008,11972,235,1
7009,863,1853,0
7010,12132,39,0
7011,4877,17,1
7012,9106,286,1
7013,13787,256,0
7014,1819,224,1
7015,3421,11,1
7016,145,48,0
7017,3878,113,0
7018,8105,1476,1
7019,2082,407,0
7020,3688,278,1
7021,10418,978,0
7022,2620,204,0
7023,7764,1303,1
7024,1473,346,0
7025,11459,210,1
7026,6912,48,0
7027,8576,19,1
7028,1686,447,0
7029,298,166,1
7030,12564,225,1
7031,10351,212,1
7032,13673,42,0
7033,7536,77,0
7034,13282,402,1
7035,14149,473,1
7036,1102,74,0
7037,10190,115,0
7038,6262,83,1
7039,382,1602,1
7040,1799,67,1
7041,3646,343,0
7042,7569,148,1
7043,10174,770,1
7044,4453,118,1
7045,9329,402,0
7046,10551,292,0
7047,6213,96,0
7048,1652,1713,0
7049,6780,170,1
7050,2057,89,0
7051,475,414,0
7052,3224,18,0
7053,2428,1393,0
7054,9919,3,0
7055,10101,413,1
7056,3557,1080,1
7057,5421,3,0
7058,8432,262,1
7059,9022,485,0
7060,6401,1322,0
7061,11364,37,0
7062,14508,67,1
7063,4802,67,1
7064,4660,149,0
7065,2667,25,0
7066,3363,431,1
7067,7984,40,1
7068,5891,148,1
7069,3948,212,0
7070,1309,440,1
7071,3268,1064,0
7072,663,176,0
7073,3887,2524,1
7074,8386,1311,1
7075,2185,67,1
7076,3562,18,0
7077,8934,46,1
7078,2064,142,0
7079,14148,242,1
7080,91,1072,0
7081,647,345,0
7082,4870,427,1
7083,7532,40,1
7084,9495,35,1
7085,1780,86,0
7086,1169,521,1
7087,2739,300,1
7088,11074,22,1
7089,4916,1562,0
7090,5032,77,0
7091,1246,17,0
7092,2779,3,0
7093,10798,0,0
7094,3730,1012,1
7095,11665,35,1
7096,9654,831,1
7097,9183,143,0
7098,3381,242,0
7099,5574,1731,0
7100,10893,18,0
7101,12915,40,1
7102,2296,149,0
7103,4929,636,0
7104,8903,0,0
7105,5300,809,0
7106,1951,473,1
7107,11898,41,0
7108,1864,67,1
7109,343,1788,1
7110,4699,631,1
7111,2443,155,0
7112,8098,0,0
7113,145,3,0
7114,1548,1437,0
7115,12876,1857,1
7116,5017,164,1
7117,7252,542,0
7118,12380,216,0
7119,3817,376,0
7120,5766,321,0
7121,84,46,1
7122,12281,1798,0
7123,5219,439,1
7124,659,49,1
7125,10369,242,0
7126,10509,86,0
7127,4353,87,0
7128,4768,392,1
7129,13662,52,0
7130,3317,149,0
7131,839,376,0
7132,193,0,0
7133,13040,1108,0
7134,13589,1163,0
7135,14389,607,1
7136,8543,1063,1
7137,12854,170,1
7138,12434,83,1
7139,7306,134,1
7140,2966,20,1
7141,13537,17,0
7142,2798,104,1
7143,6040,970,0
7144,1941,3,0
7145,10726,140,0
7146,4143,155,0
7147,2452,673,0
7148,11524,1415,1
7149,12483,126,1
7150,3930,93,1
7151,14207,196,0
7152,1664,26,0
7153,126,1364,1
7154,3593,3,0
7155,2156,812,0
7156,10953,18,0
7157,11227,577,1
7158,3888,73,0
7159,12665,1107,0
7160,10794,169,0
7161,863,2010,0
7162,2176,756,1
7163,1370,77,0
7164,12917,8,1
7165,13398,31,1
7166,9923,33,0
7167,288,77,0
7168,12721,1869,0
7169,3120,351,0
7170,2400,588,0
7171,1380,590,1
7172,5856,165,1
7173,11678,18,0
7174,13606,42,0
7175,1791,495,1
7176,5379,77,1
7177,1460,343,0
7178,4055,97,1
7179,1838,17,0
7180,4762,214,0
7181,2022,462,0
7182,12091,521,1
7183,2886,303,0
7184,5223,48,0
7185,2775,311,1
7186,13317,86,0
7187,13812,260,0
7188,516,318,0
7189,12175,3,0
7190,6433,149,1
7191,8458,18,0
7192,6760,48,0
7193,13890,91,1
7194,3878,220,0
7195,6578,374,0
7196,8566,331,1
7197,14004,148,1
7198,242,770,1
7199,10254,204,0
7200,7651,7,0
7201,14073,143,0
7202,3505,216,1
7203,12526,67,1
7204,12922,53,0
7205,2081,51,1
7206,6831,73,1
7207,5605,34,1
7208,893,2227,0
7209,14387,77,0
7210,4761,323,1
7211,6778,35,0
7212,11620,25,0
7213,9261,313,0
7214,12081,74,1
7215,8456,169,1
7216,6440,60,0
7217,12682,231,0
7218,1322,77,0
7219,7348,48,0
7220,4129,588,1
7221,4317,37,0
7222,5926,58,1
7223,6083,364,1
7224,11825,128,0
7225,5306,558,1
7226,8174,3,0
7227,4541,52,0
7228,1160,431,1
7229,12570,259,0
7230,306,37,0
7231,2446,98,1
7232,6982,111,0
7233,4721,579,1
7234,5837,558,0
7235,1280,511,1
7236,1885,41,0
7237,1888,100,1
7238,12721,2614,0
7239,9092,1369,1
7240,1412,263,1
7241,13491,3,0
7242,1863,100,0
7243,11088,137,0
7244,7666,17,0
7245,11066,32,0
7246,10662,35,1
7247,9052,715,1
7248,4775,456,0
7249,13623,42,0
7250,5611,2262,0
7251,6631,343,1
7252,3263,32,0
7253,6366,195,1
7254,7909,17,0
7255,6165,32,0
7256,4801,435,1
7257,13539,219,1
7258,455,193,0
7259,4846,32,0
7260,6893,1445,0
7261,475,230,1
7262,557,1,0
7263,12668,94,1
7264,7695,371,1
